,Mission ID,Mission Date,Theater of Operations,Country,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Altitude,High Explosives,High Explosives Type,High Explosives Weight LBS,High Explosives Weight Tons,Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight LBS,Incendiary Devices Weight Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight LBS,Fragmentation Devices Weight Tons,Total Weight LBS,Total Weight Tons
136122,136583,12/28/1942,MTO,USA,B24,ABU SUEIR,EGYPT,30.572664,32.095342,TUNISIA,SOUSSE,35.83,10.6,185,72,500 LB GP (GP-M43/M64),,18,,,,0,,,,0,,18
136136,136597,12/28/1942,MTO,USA,B24,FAYID (LG-211),EGYPT,30.31666667,32.3,TUNISIA,SOUSSE,35.83,10.6,0,,,,0,,,,0,,,,0,,20
136137,136598,12/28/1942,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,THAILAND OR SIAM,BANKOK,13.7088,100.552,,,,18000,9,,,,0,,,,0,18000,9
136138,136599,12/28/1942,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,AYUTHIA,14.355,100.565,,,,15000,7.5,,,,0,,,,0,15000,7.5
136139,136600,12/28/1942,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,THAILAND OR SIAM,DON MUANG,13.907384,100.59625,,,,3000,1.5,,,,0,,,,0,3000,1.5
136467,136928,12/30/1942,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,EGYPT,31.86666667,24.41805556,TUNISIA,SFAX,34.72,10.69,60,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,18
136493,136954,12/30/1942,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,SHWEBO,22.58333333,95.66666667,,,,9000,4.5,,,,0,,,,0,9000,4.5
136538,136999,10/25/1942,CBI,USA,B25,KUNMING,CHINA,24.992222,102.743333,BURMA,SHWEBO AIRDROME,22.58333333,95.66666667,1,,250 LB GP (GP-M57),15400,7.7,,,0,0,,,0,0,15400,7.7
136560,137021,6/14/1944,MTO,USA,A36,ROME CIAMPINO AIRFIELD,ITALY,41.799444,12.597222,ITALY,SAN QUIRICO,43.05,11.62,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
136866,137327,1/1/1943,MTO,USA,B24,FAYID (LG-211),EGYPT,30.31666667,32.3,TUNISIA,TUNIS,37,8.95,0,,,,0,,,,0,,,,0,,32
136874,137335,1/2/1943,MTO,USA,B24,ABU SUEIR,EGYPT,30.572664,32.095342,CRETE,KASTELLI,35.2,25.33,200,144,500 LB GP (GP-M43/M64),,36,,,,0,,,,0,,36
136917,137378,1/2/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,MONYWA,22.116667,95.133333,,,,18000,9,,,,0,,,,0,18000,9
137271,137732,1/4/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,MANDALAY,21.977222,96.085833,,54,500 LB GP (GP-M43/M64),27000,13.5,,,,0,,,,0,27000,13.5
137296,137757,1/5/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,EGYPT,31.86666667,24.41805556,TUNISIA,SFAX,35.83,10.6,20,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,12
137297,137758,1/5/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,EGYPT,31.86666667,24.41805556,TUNISIA,TUNIS,36.8,10.18,20,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,6
137691,138152,1/7/1943,MTO,USA,B24,ABU SUEIR,EGYPT,30.572664,32.095342,ITALY,PALERMO,38.13,13.36,0,,0,,0,,,,0,,,,0,,0
137694,138155,1/7/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,MOULMEIN,16.491389,97.625556,,,,12000,6,,,,0,,,,0,12000,6
137702,138163,1/8/1943,MTO,USA,B24,ABU SUEIR,EGYPT,30.572664,32.095342,TUNISIA,BIZERTE,37.3,9.85,0,15,1000 LB GP (GP-M44/M65),,7.5,,,,0,,,,0,,7.5
137718,138179,1/8/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,LIBYA,31.86666667,24.41805556,JAPAN,MELLAMA AERODROME,32.9,132.07,100,0,500 LB GP (GP-M43/M64),,,,,,0,,,,0,,2
137719,138180,1/8/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,LIBYA,31.86666667,24.41805556,LIBYA,TRIPOLI RD JNCTN,32.88,13.23,100,0,500 LB GP (GP-M43/M64),,,,,,0,,,,0,,15
138047,138508,1/8/1943,MTO,USA,B24,FAYID (LG-211),EGYPT,30.31666667,32.3,TUNISIA,BIZERTE,37.3,9.85,0,,,,0,,,,0,,,,0,,17.5
138093,138554,1/10/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,EGYPT,30.18333333,32.53333333,LIBYA,MISRATE AREA,32.88,13.18,100,0,500 LB GP (GP-M43/M64),,,,,,0,,,,0,,3
138115,138576,1/11/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,LIBYA,31.86666667,24.41805556,LIBYA,MISRATE AREA,35.65,14.27,,0,500 LB GP (GP-M43/M64),,,,,,0,,,,0,,2
138130,138591,1/12/1943,MTO,USA,B24,FAYID (LG-211),EGYPT,30.31666667,32.3,CRETE,SUDA BAY,35.49,24.07,0,,,,0,,,,0,,,,0,,0
138132,138593,1/13/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,EGYPT,30.18333333,32.53333333,LIBYA,MISRATE AREA,35.65,14.27,120,0,500 LB GP (GP-M43/M64),,,,,,0,,,,0,,3
138133,138594,1/13/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,EGYPT,30.18333333,32.53333333,LIBYA,TRIPOLI RD JNCTN Q35/36,32.37,15.13,120,0,500 LB GP (GP-M43/M64),,,,,,0,,,,0,,12
138147,138608,6/14/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,NIS RR & LOCOMOTIVE SHEDS,43.32,21.9,,,,,,,,,0,,,,0,,74
138189,138650,6/15/1944,MTO,USA,A36,ROME CIAMPINO AIRFIELD,ITALY,41.799444,12.597222,ITALY,43 20 N 010 20 E,43.33,10.33,,21,500 LB GP (GP-M43/M64),,5.25,,,,,,,,,,5.25
138195,138656,6/15/1944,MTO,USA,A36,ROME CIAMPINO AIRFIELD,ITALY,41.799444,12.597222,ITALY,44 00 N 009 20 E,44,9.33,,13,500 LB GP (GP-M43/M64),,3.25,,,,,,,,,,3.25
138397,138858,12/27/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,PIAVE-SUSEGANA RR BRIDGE,45.53,12.75,,,,,,,,,0,,,,0,,78.825
138495,138956,1/14/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,LIBYA,31.86666667,24.41805556,LIBYA,MISRATE AREA,32.37,15.13,130,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,3
138496,138957,1/14/1943,MTO,GREAT BRITAIN,LIB,SHANDUR/LG 159,LIBYA,31.86666667,24.41805556,LIBYA,TRIPOLI RD JNCTN Q35/36,32.88,13.18,130,0,1000 LB GP (GP-M44/M65),,,,,,0,,,,0,,8
138498,138959,1/14/1943,MTO,USA,B25,TMED EL CHEL,LIBYA,30.701947,12.483989,LIBYA,"""MT 45MI SE OF BERI ULID, LIBYA""",31.45,15.26,95,,250 LB GP (GP-M57),,5.875,,,,0,,,,0,,5.875
138870,139331,10/29/1942,CBI,USA,B25,KUNMING,CHINA,24.992222,102.743333,BURMA,LASHIO,22.90164,95.678936,,,,,0,72,110 LB  INCENDIARY,7920,3.96,60,30 LB FRAG,1800,0.9,9720,4.86
138939,139400,1/19/1943,MTO,USA,B25,TMED EL CHEL,LIBYA,30.701947,12.483989,LIBYA,CASTEL BENITO L7516,32.67,13.16,110,,250 LB GP (GP-M57),,9,,,,0,,,,0,,9
139254,139715,1/19/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,THAZI,20.85,96.05,,,,18000,9,,,,0,,,,0,18000,9
139257,139718,1/20/1943,MTO,USA,B24,ABU SUEIR,EGYPT,30.572664,32.095342,LIBYA,TRIPOLI,32.92,13.08,235,45,1000 LB GP (GP-M44/M65),,22.5,,,,0,,,,0,,22.5
139260,139721,1/20/1943,MTO,USA,B25,TMED EL CHEL,LIBYA,30.701947,12.483989,LIBYA,ROAD FROM SORMAN TO ZANIA,32.75,12.67,85,,250 LB GP (GP-M57),,12,,,,0,,,,0,,12
139261,139722,1/20/1943,MTO,USA,B25,TMED EL CHEL,LIBYA,30.701947,12.483989,LIBYA,"""ROAD EAST OF MEDININ, TUNISIA""",32.76,12.64,80,,250 LB GP (GP-M57),,8.875,,,,0,,,,0,,8.875
139279,139740,1/20/1943,MTO,USA,B24,FAYID (LG-211),EGYPT,30.31666667,32.3,LIBYA,TRIPOLI,32.92,13.08,0,,,,0,,,,0,,,,0,,16
139386,139847,6/16/1944,MTO,USA,A36,ROME CIAMPINO AIRFIELD,ITALY,41.799444,12.597222,ITALY,43 00 N 010 40 E,43,10.67,,46,500 LB GP (GP-M43/M64),,11.5,,,,,,,,,,11.5
139408,139869,6/16/1944,MTO,USA,A36,ROME CIAMPINO AIRFIELD,ITALY,41.799444,12.597222,ITALY,PONTEGINORI,43.33,10.75,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
139636,140097,1/23/1943,MTO,USA,B24,FAYID (LG-211),EGYPT,30.31666667,32.3,ITALY,PALERMO,38.13,13.36,0,,,,0,,,,0,,,,0,,12.5
139637,140098,1/23/1943,MTO,USA,B24,ABU SUEIR,EGYPT,30.572664,32.095342,ITALY,NAPLES,40.84,14.28,0,,0,,0,,,,0,,,,0,,0
139954,140415,1/24/1943,MTO,USA,B25,TMED EL CHEL,LIBYA,30.701947,12.483989,TUNISIA,LG WEST OF MEDENINE AND PP,33.35,10.51,80,,250 LB GP (GP-M57),,7,,,,0,,,,0,,7
140002,140463,1/26/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,MANDALAY,21.977222,96.085833,,,,18000,9,,,,0,,,,0,18000,9
140075,140536,12/28/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,CASARSA RR BRIDGE,45.95,12.87,,,,,,,,,0,,,,0,,86.75
140178,140639,6/16/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,PORTA FERRRAJA [PORTO FERRAIO],42.82,10.37,,,,,,,,,0,,,,0,,36.75
140180,140641,6/16/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,TIMISOARA M/Y,45.75,21.23,,,,,,,,,0,,,,0,,50.5
140774,141235,2/1/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,ANDAMAN ISLANDS,PORT BLAIR,11.684045,92.735339,,,,,,,,,,,,,,,
140802,141263,2/3/1943,MTO,USA,B24,ABU SUEIR,EGYPT,30.572664,32.095342,ITALY,MESSINA,38.19,15.57,0,54,500 LB GP (GP-M43/M64),,13.5,,,,0,,,,0,,13.5
141494,141955,2/8/1943,MTO,USA,B24,FAYID (LG-211),EGYPT,30.31666667,32.3,ITALY,MESSINA,38.19,15.57,0,,,,0,,,,0,,,,0,,30
141500,141961,2/9/1943,MTO,USA,B25,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,CRETE,HERAKLION,35.34,25.17,105,93,300 LB GP (GP-31),,13.95,,,,0,,,,0,,13.95
141510,141971,2/9/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,THAZI,20.85,96.05,,,,19440,9.72,,,,0,,,,0,19440,9.72
141511,141972,2/10/1943,MTO,USA,B24,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,ITALY,PALERMO,38.13,13.36,235,45,1000 LB GP (GP-M44/M65),,22.5,,,,0,,,,0,,22.5
141512,141973,8/28/1942,CBI,USA,P40,KUNMING,CHINA,24.992222,102.743333,BURMA,SALWEEN RIVER?,24.151712,98.875415,,8,100 LB GP (GP-M30),,0.4,,,,0,,,,0,800,0.4
141513,141974,1/15/1943,CBI,USA,P40,KUNMING,CHINA,24.992222,102.743333,BURMA,BHAMO,24.25,97.23333333,,4,100 LB GP (GP-M30),,0.2,,,,0,,,,0,400,0.2
141910,142371,2/13/1943,MTO,USA,B24,FAYID (LG-211),EGYPT,30.31666667,32.3,ITALY,NAPLES,40.84,14.28,0,,,,0,,,,0,,,,0,,31.5
141911,142372,2/13/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,WETLET,22.333333,95.75,,,,2400,1.2,,,,0,,,,0,2400,1.2
141912,142373,2/13/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,PAUK KAN,21.1,95.9333333,,,,2400,1.2,,,,0,,,,0,2400,1.2
142233,142694,6/19/1944,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.383889,SOLOMON ISLANDS,NUMA NUMA,-5.866666667,155.2333333,,84,500 LB GP (GP-M43/M64),42000,21,,,,0,,,,0,42000,21
142266,142727,2/15/1943,MTO,USA,B25,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,TUNISIA,MARETH LINE,33.63,10.18,0,176.7272727,UNK CODE 20 110 LB EXPLOSIVE,,9.72,,,,0,,,,0,,9.72
142271,142732,2/15/1943,MTO,USA,B24,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,ITALY,NAPLES,40.84,14.28,220,25,1000 LB GP (GP-M44/M65),,12.5,,,,0,,,,0,,12.5
142713,143174,2/18/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,SAGAING,21.88333333,95.98333333,,,,12000,6,,,,0,,,,0,12000,6
143042,143503,2/19/1943,CBI,USA,B25,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,BURMA,SAGAING,21.88333333,95.98333333,,,,19200,9.6,,,,0,,,,0,19200,9.6
143046,143507,2/20/1943,MTO,USA,B24,GAMBUT MAIN,LIBYA,31.86805556,24.48472222,ITALY,CROTONE,39.09,17.13,180,35,1000 LB GP (GP-M44/M65),,17.5,,,,0,,,,0,,17.5
143084,143545,2/20/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,GOKTEIK VIADUCT,22.343056,96.859722,,,,48000,24,,,,0,,,,0,48000,24
143099,143560,2/22/1943,MTO,USA,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,GABES WEST,33.85,10.12,0,52,500 LB GP (GP-M43/M64),,13,,,,0,,,,0,,13
143530,143991,2/24/1943,CBI,USA,B25,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,BURMA,PAUK KAN,21.1,95.9333333,,,,2500,1.25,,,,0,,,,0,2500,1.25
143771,144232,6/20/1944,MTO,USA,A36,ROME CIAMPINO AIRFIELD,ITALY,41.799444,12.597222,ITALY,SAN GIOVANNI,38.22,15.22,,8,500 LB GP (GP-M43/M64),,2,,,,,,,,,,2
143868,144329,2/25/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,MYITNGE BRIDGE,21.876687,95.996137,,,,57000,28.5,,,,0,,,,0,57000,28.5
144301,144762,2/27/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,GULF OF MARTABAN,16.63333333,96.86666667,,,,18000,9,,,,0,,,,0,18000,9
144302,144763,2/28/1943,MTO,USA,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,ARRAM,33.59,10.31,0,211.2727273,UNK CODE 20 110 LB EXPLOSIVE,,11.62,,,,0,,,,0,,11.62
144304,144765,9/27/1942,CBI,USA,B25,KUNMING,CHINA,24.992222,102.743333,FORMOSA AND RYUKYU ISLANDS,MANGSHIH,24.433728,98.588649,,72,100 LB GP (GP-M30),7200,3.6,,,0,0,72,30 LB FRAG,2160,1.08,9360,4.68
144308,144769,2/10/1943,CBI,USA,P40,HENYANG,CHINA,26.905278,112.627778,CHINA,SAMENG,26.25,117.6167,,2,500 LB GP (GP-M43/M64),1000,0.5,,,0,0,,,0,0,1000,0.5
144334,144795,3/1/1943,MTO,USA,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,MATEUR,37.02,9.67,0,98,300 LB GP (GP-31),,14.7,,,,0,,,,0,,14.7
144335,144796,3/1/1943,MTO,USA,B24,SOLUCH,LIBYA,32.096944,20.269444,ITALY,SIDERNO MARINA,38.27,16.3,225,24,1000 LB GP (GP-M44/M65),,12,,,,0,,,,0,,12
144646,145107,3/1/1943,MTO,USA,B25,CASTEL BENITO,LIBYA,32.669444,13.156667,TUNISIA,LA HENCHA,35.23,10.75,0,,250 LB GP (GP-M57),,11,,,,0,,,,0,,11
144694,145155,3/2/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SIDI NSIR (SIDI AN NASIR),36.68,9.57,0,136,300 LB GP (GP-31),,20.4,,,,0,,,,0,,20.4
144718,145179,3/2/1943,CBI,USA,B25,DINJAN,INDIA,27.537778,95.269444,BURMA,MYITKYINA,25.383611,97.351667,,,,28800,14.4,,,,0,,,,0,28800,14.4
144723,145184,3/3/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,BEDJA,36.73,9.18,0,144,300 LB GP (GP-31),,21.6,,,,0,,,,0,,21.6
144724,145185,3/3/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,BOU ARADA,36.35,9.62,0,143,250 LB GP (GP-M57),,17.875,,,,0,,,,0,,17.875
145051,145512,8/28/1942,CBI,USA,B25,KUNMING,CHINA,24.992222,102.743333,CHINA,LAMENG,24.733333,98.916667,,,,,0,72,110 LB  INCENDIARY,7920,3.96,72,30 LB FRAG,2160,1.08,10080,5.04
145106,145567,3/4/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,MATEUR,37.02,9.67,0,94,300 LB GP (GP-31),,14.1,,,,0,,,,0,,14.1
145518,145979,3/6/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,RANGOON RIVER,16.769211,96.158739,,,,18000,9,,,,0,,,,0,18000,9
145520,145981,3/6/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,PAGODA POINT L/G,15.2,97.76666667,,,,5000,2.5,,,,0,,,,0,5000,2.5
145888,146349,3/8/1943,CBI,USA,B24,PANDAVESWAR,INDIA,23.646067,87.347661,BURMA,BASSEIN,16.766667,94.716667,,,,15500,7.75,,,,0,,,,0,15500,7.75
145890,146351,3/8/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,MYITNGE AA POSITION,21.85,96.06666667,,,,7200,3.6,,,,0,,,,0,7200,3.6
146651,147112,3/13/1943,CBI,USA,B24,GAYA,INDIA,24.74444,84.951111,BURMA,PAZUNDAUNG BRIDGE,16.849926,96.209541,,,,20400,10.2,,,,0,,,,0,20400,10.2
146665,147126,3/14/1943,CBI,USA,B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,MOULMEIN,16.491389,97.625556,,,,12000,6,,,,0,,,,0,12000,6
146699,147160,3/16/1943,CBI,USA,B24,PANDAVESWAR,INDIA,23.646067,87.347661,BURMA,PAZUNDAUNG BRIDGE,16.849926,96.209541,,,,27000,13.5,,,,0,,,,0,27000,13.5
146713,147174,3/17/1943,CBI,USA,B25,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,BURMA,MYITNGE BRIDGE,21.876687,95.996137,,,,23000,11.5,,,,0,,,,0,23000,11.5
146880,147341,6/21/1944,MTO,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,GREECE,VENTIMIGLIA M/Y,43.78,7.6,,,,,,,,,0,,,,0,,126.5
147083,147544,3/18/1943,CBI,USA,B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,PAZUNDAUNG BRIDGE,16.849926,96.209541,,,,76500,38.25,,,,0,,,,0,76500,38.25
147085,147546,3/18/1943,CBI,USA,B25,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,BURMA,MYITNGE AA POSITION,21.85,96.06666667,,,,12600,6.3,,,,0,,,,0,12600,6.3
147137,147598,3/20/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,MYITNGE BRIDGE,21.876687,95.996137,,,,20000,10,,,,0,,,,0,20000,10
147477,147938,3/21/1943,CBI,USA,B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,GOKTEIK VIADUCT,22.343056,96.859722,,,,80000,40,,,,0,,,,0,80000,40
147478,147939,3/21/1943,CBI,USA,B24,PANDAVESWAR,INDIA,23.646067,87.347661,BURMA,MYITNGE BRIDGE,21.876687,95.996137,,,,36000,18,,,,0,,,,0,36000,18
147480,147941,3/22/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,BOMBING OF ROADWAY TZ 5812 TZ 5813,33.63,10.33,85,130,300 LB GP (GP-31),,19.5,,,,0,,,,0,,19.5
147849,148310,3/22/1943,CBI,USA,B25,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,BURMA,GOKTEIK VIADUCT,22.343056,96.859722,,,,24000,12,,,,0,,,,0,24000,12
147850,148311,3/22/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,GOKTEIK VIADUCT,22.343056,96.859722,,,,18800,9.4,,,,0,,,,0,18800,9.4
147929,148390,3/23/1943,CBI,USA,B25,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,BURMA,THAZI,20.85,96.05,,,,16900,8.45,,,,0,,,,0,16900,8.45
148087,148548,1/3/1945,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,SALCANO RR BRIDGE,45.93,13.62,,,,,,,,,0,,,,0,,157.87
148241,148702,3/24/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,ZARAT TZ 5811 AND 5812,33.67,10.3,100,0,300 LB GP (GP-31),,0,,,,0,,,,0,,0
148285,148746,3/24/1943,CBI,USA,B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,MYITNGE BRIDGE,21.876687,95.996137,,,,30000,15,,,,0,,,,0,30000,15
148287,148748,3/24/1943,CBI,USA,B25,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,BURMA,MEIKTILA,20.91666667,95.83333333,,,,14000,7,,,,0,,,,0,14000,7
148288,148749,3/24/1943,CBI,USA,B17,PANDAVESWAR,INDIA,23.646067,87.347661,BURMA,AVA BRIDGE,21.86666667,96,,,,4000,2,,,,0,,,,0,4000,2
148292,148753,3/25/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,DJEBEL TEBAGA,33.75,9.33,100,153,250 LB GP (GP-M57),,19.125,8,100 LB INCENDIARY,,0.4,,,,0,,19.525
148293,148754,3/25/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,GROMBALIA,36.62,10.6,100,104,300 LB GP (GP-31),,15.6,,,,0,,,,0,,15.6
148330,148791,3/26/1943,CBI,USA,B24,PANDAVESWAR,INDIA,23.646067,87.347661,BURMA,RANGOON RIVER,16.769211,96.158739,,24,1000 LB GP (GP-M44/M65),24000,12,,,,0,,,,0,24000,12
148331,148792,3/26/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,EL HAMMA,33.88,9.8,105,16,300 LB GP (GP-31),,2.4,,,,0,,,,0,,2.4
148337,148798,3/26/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,MARETH,33.63,10.17,80,,250 LB GP (GP-M57),,5,,,,0,,,,0,,5
148380,148841,6/22/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,VADO LIGURE O/R,44.27,8.47,,,,,,,,,0,,,,0,,97.2
148497,148958,1/4/1945,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,LATISANA RR BRIDGE,45.77,13.02,,,,,,,,,0,,,,0,,152.25
148573,149034,3/26/1943,CBI,USA,B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,MINGALADON,16.907305,96.133222,,,,24000,12,,,,0,,,,0,24000,12
148574,149035,3/27/1943,CBI,USA,B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,RANGOON RIVER,16.769211,96.158739,,20,1000 LB GP (GP-M44/M65),20000,10,,,,0,,,,0,20000,10
148628,149089,3/29/1943,CBI,USA,B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,TAVOY,14.06666667,98.2,,24,500 LB GP (GP-M43/M64),12000,6,,,,0,,,,0,12000,6
148967,149428,3/29/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,YWATAUNG,19.38333333,95.18333333,,,,14400,7.2,,,,0,,,,0,14400,7.2
149013,149474,3/30/1943,CBI,USA,B25,ONDAL (CAMP MOIRE),INDIA,23.593889,87.224444,BURMA,MAYMYO,22.03333333,96.46666667,,,,21300,10.65,,,,0,,,,0,21300,10.65
149014,149475,3/30/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,MAYMYO,22.03333333,96.46666667,,,,12000,6,,,,0,,,,0,12000,6
149020,149481,3/31/1943,CBI,USA,B24,BISHINUPUR,INDIA,23.08,87.32,BURMA,PYINMANA,19.73333333,96.21666667,,57.25,2000 LB GP (GP-M34/M66),114500,57.25,,,,0,,,,0,114500,57.25
149369,149830,3/31/1943,CBI,USA,B25,CHAKULIA,INDIA,22.466803,86.7107,BURMA,PYINMANA,19.73333333,96.21666667,,,,21600,10.8,,,,0,,,,0,21600,10.8
149401,149862,4/2/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,SFAX EL MAOU LG,34.72,10.69,95,120,250 LB GP (GP-M57),,15,,,,0,,,,0,,15
149743,150204,4/3/1943,MTO,USA,B25,EL ASSA,LIBYA,32.827131,11.621143,TUNISIA,ST MARIE DU ZIT EAST AND WEST LG,36.42,10.3,0,128,250 LB GP (GP-M57),,16,,,,0,,,,0,,16
149775,150236,4/4/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,ITALY,CARLOFORTE,39.14,8.31,0,144,250 LB GP (GP-M57),,18,,,,0,,,,0,,18
149887,150348,8/10/1945,PTO,NEW ZEALAND,PV-1 VENTURA,BOUGAINVILLE ISLAND,SOLOMON ISLANDS,-6.244444,155.383889,NEW GUINEA,SOHANA ISLAND,-5.533333333,154.7166667,,48,500 LB GP (GP-M43/M64),24000,12,,,,0,,,,0,24000,12
150077,150538,1/5/1945,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,42.48,13.55,,DOBOJ S RR BRIDGE,44.73,18.1,,,,,,,,,0,,,,0,,122.25
150202,150663,4/5/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,ITALY,BO RIZZO (CHINISIA),37.9,12.54,0,144,250 LB GP (GP-M57),,18,,,,0,,,,0,,18
150595,151056,4/6/1943,MTO,USA,B25,MEDENINE,TUNISIA,33.354722,10.505278,ITALY,STRAITS OF SICILY,38.2,15.59,85,296,250 LB GP (GP-M57),,37,,,,0,,,,0,,37
